Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,"NA-FA,EOL",19-1427JP,AI,,NA,,,,01/01/2020,,,,"$12,250.00",,,,,,"1547 Merivale Road, Emerald Plaza",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU,FHC",19-1427JP,AI,,NA,,,,01/01/2020,,,,"$12,250.00",,,,,,"1547 Merivale Road, Emerald Plaza",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-NA,,,,100174,,,,01/01/2020,,,,$0.00,,,,,,160 Elgin,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-NA,,,,100174,,,,01/01/2020,,,,$0.00,,,,,,160 Elgin,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-Monitoring Services - Burglar cancelled March 31, 2020",18-0404-0001BS,MONITORING,,NA,,,,01/01/2020,,,,$672.00,,,,,,"170 Laurier Avenue West, Suite 1100",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Monitoring Services - Intrusion,,MONITORING,,NA,,,,01/01/2020,,,,$240.00,,,,,,1740 Ortona,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100416-FA,EOL",17-1754NW,AI,,100416,,,,01/01/2020,,,,$412.50,,,,,,1800 Bantree Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100416-FE,ELU",17-1754NW,AI,,100416,,,,01/01/2020,,,,$412.50,,,,,,1800 Bantree Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100330-FE,19-1891JP,AI,,100330,,,,01/01/2020,,,,$285.00,,,,,,20 Hamilton Avenue North,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-BFP,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-BFP,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU,FHC",19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,17-1634JH,SAI,,NA,,,,01/01/2020,,,,$340.00,,,,,,"216 Elgin Street, old Quizno's",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,17-1634JH,AI,,NA,,,,01/01/2020,,,,$340.00,,,,,,"216 Elgin Street, old Quizno's",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,17-1216NW,SAI,,NA,,,,01/01/2020,,,,$300.00,,,,,,"219 Paterson Street, Almonte, Ontario",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FE,17-1701Js,AI,,100174,,,,01/01/2020,,,,"$2,808.00",,,,,,"22 Eddy Street, 7th Floor",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100220-FA,EOL",18-1518JP,AI,,100220,,,,01/01/2020,,,,$920.00,,,,,,222 Bruyere Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100220-FE,ELU",18-1518JP,AI,,100220,,,,01/01/2020,,,,$920.00,,,,,,222 Bruyere Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",18-1821JP,AI,,NA,,,,01/01/2020,,,,"$1,615.00",,,,,,2400 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-ELU,18-1821JP,AI,,NA,,,,01/01/2020,,,,"$1,615.00",,,,,,2400 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Bi Spr only,"Oct 17, 2018",BI,,NA,,,,01/01/2020,,,,$175.00,,,,,,2447 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Oct 17, 2018",AI,,NA,,,,01/01/2020,,,,$400.00,,,,,,2447 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100121-AI of Monitoring Equipment,15-1718DD,AI,,100121,,,,01/01/2020,,,,$200.00,,,,,,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100121-Monitoring Services,15-1718DD,MONITORING,,100121,,,,01/01/2020,,,,$900.00,,,,,,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Jan 22, 2018",MI,,NA,,,,01/01/2020,,,,$79.00,,,,,,2573 Carling and 1 FE at 2255 Carling Café,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Jan 22, 2018",AI,,NA,,,,01/01/2020,,,,$129.00,,,,,,2573 Carling and 1 FE at 2255 Carling Café,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100953-AI of Monitoring Equipment,16-0904-0100,AI,,100953,,,,01/01/2020,,,,$190.00,,,,,,"2620 Market Street, Cumberland",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100953-Monitoring Services - FACP,16-0904-0100,MONITORING,,100953,,,,01/01/2020,,,,$828.00,,,,,,"2620 Market Street, Cumberland",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100121-BFP,18-1704JP,AI,,100121,,,,01/01/2020,,,,"$3,140.00",,,,,,2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100121-FA,EOL",18-1704JP,AI,,100121,,,,01/01/2020,,,,"$3,140.00",,,,,,2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100121-FE,ELU,FHC",18-1704JP,AI,,100121,,,,01/01/2020,,,,"$3,140.00",,,,,,2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100373-Monitoring Services,,MONITORING,,100373,,,,01/01/2020,,,,0,,,,,,2825 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100386-FA,EOL",18-1350JS,AI,,100386,,,,01/01/2020,,,,"$4,700.00",,,,,,"3035 County Road #2, Johnstown",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100386-FHC,18-1350JS,AI,,100386,,,,01/01/2020,,,,"$4,700.00",,,,,,"3035 County Road #2, Johnstown",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100348-FA,EOL",18-1459,AI,,100348,,,,01/01/2020,,,,"$1,400.00",,,,,,338 Somerset Street West,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-NA,,,,NA,,,,01/01/2020,,,,$0.00,,,,,,400,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100394-FA,,AI,,100394,,,,01/01/2020,,,,$0.00,,,,,,6 Booth Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100394-FE,ELU",,AI,,100394,,,,01/01/2020,,,,$0.00,,,,,,6 Booth Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-NA,,MI,,NA,,,,01/01/2020,,,,$750.00,,,,,,"640646-648 O'Brien Rd, Renfrew",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-BFP,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU,FHC",19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,Q670Alex2019,AI,,NA,,,,01/01/2020,,,,$860.00,,,,,,670 Alexandre Tache Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",Q670Alex2019,AI,,NA,,,,01/01/2020,,,,$860.00,,,,,,670 Alexandre Tache Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-BFP,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",19-1610JH,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Rental of hearing impaired pagers,,QI,,100174,,,,01/01/2020,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Rental of hearing impaired pagers,,QI,,100174,,,,01/01/2020,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Rental of hearing impaired pagers,,QI,,100174,,,,01/01/2020,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Rental of hearing impaired pagers,,QI,,100174,,,,01/01/2020,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-LSA,LSA",Bill,AI,,NA,,,,01/01/2020,,,,$150.00,,,,,,959 Hare Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FE,Bill,AI,,NA,,,,01/01/2020,,,,$150.00,,,,,,959 Hare Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100422-Monitoring Services,,MONITORING,,100422,,,,01/01/2020,,,,$276.00,,,,,,"97 River Road, Landsdown, Ontario",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,18-1697BS,SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,975 Gladstone Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 8 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Fire hydrant x 8,"Jan 9, 2019",AI,,NA,,,,01/01/2020,,,,"$1,400.00",,,,,,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,"Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,"$1,890.00",,,,,,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,"$1,890.00",,,,,,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 4 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Fire hydrant x 4,"Jan 9, 2019",AI,,NA,,,,01/01/2020,,,,$700.00,,,,,,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,$345.00,,,,,,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100174-6"" Wet Spr x 4, 4"" Wet Spr x 1",17-1187JP,SAI,,100174,,,,01/01/2020,,,,$575.00,,,,,,"General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 9 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Fire hydrant x 9,"Jan 9, 2019",AI,,NA,,,,01/01/2020,,,,"$1,575.00",,,,,,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,"Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,"$1,290.00",,,,,,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,"$1,290.00",,,,,,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,"Jan 25, 2019",AI,,NA,,,,01/01/2020,,,,$995.00,,,,,,"Heron Gate Mall, 1670 Heron and 1736 Walkley",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 9 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Fire hydrant x 9,"Jan 9, 2019",AI,,NA,,,,01/01/2020,,,,"$1,575.00",,,,,,"Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,$345.00,,,,,,"Innes and Belcourt, Lowes Orleans, 3752 Innes  Roa",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,"Feb 13, 2019",AI,,NA,,,,01/01/2020,,,,"$1,671.00",,,,,,"Lincoln Fields SC, 2525 Carling Avenue",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Feb 13, 2019",AI,,NA,,,,01/01/2020,,,,"$1,671.00",,,,,,"Lincoln Fields SC, 2525 Carling Avenue",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 2 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Fire hydrant x 2,"Jan 9, 2019",AI,,NA,,,,01/01/2020,,,,$350.00,,,,,,"Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU","Nov 9, 2018",AI,,NA,,,,01/01/2020,,,,$190.00,,,,,,"Lowes Hunt Club, 340-350 West Hunt Club Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Winterization of 3 hydrants,"Jan 9, 2019",SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,"March Road Riocan Centre Kanata, 832-858 March Roa",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
