Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,100174-FLCS,17-1342JP,SAI,,100174,,,,01/01/2020,,,,0,,,,,,"125 Sussex Drive, Cafeteria",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FLCS,17-1342JP,AI,,100174,,,,01/01/2020,,,,"$3,025.90",,,,,,"125 Sussex Drive, Cafeteria",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Preaction System,17-1570-REV,AI,,100174,,,,01/01/2020,,,,"$1,407.60",,,,,,"125 Sussex Drive, EWRC, Library (Global Affairs)",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Preaction System,17-1570-REV,SAI,,100174,,,,01/01/2020,,,,"$1,407.60",,,,,,"125 Sussex Drive, EWRC, Library (Global Affairs)",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FPFT x 2,14-1045,AI,,100174,,,,01/01/2020,,,,$0.00,,,,,,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Hydrants,14-1045,AI,,100174,,,,01/01/2020,,,,$388.00,,,,,,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Spr,14-1045,AI,,100174,,,,01/01/2020,,,,"$5,701.80",,,,,,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100174-FE,FHC",17-1013,AI,,100174,,,,01/01/2020,,,,"$2,550.00",,,,,,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,15-1097,AI,,NA,,,,01/01/2020,,,,"$12,900.00",,,,,,131 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,FHC",15-1097,AI,,NA,,,,01/01/2020,,,,"$12,900.00",,,,,,131 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,07-1006,AI,,NA,,,,01/01/2020,,,,$375.00,,,,,,"139, rue Racine, PO Gatineau",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100071-FA,10-1064,AI,,100071,,,,01/01/2020,,,,"$2,040.00",,,,,,1400 St. Laurent,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100071-FE,FHC,EL",10-1064,AI,,100071,,,,01/01/2020,,,,"$2,040.00",,,,,,1400 St. Laurent,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,10-1025,AI,,NA,,,,01/01/2020,,,,"$5,970.00",,,,,,141 Colonnade,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",10-1025,AI,,NA,,,,01/01/2020,,,,"$5,970.00",,,,,,141 Colonnade,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,18-1696BS,SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,145 Richmond Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100321-FA,14-1234BS,AI,,100321,,,,01/01/2020,,,,$390.00,,,,,,1489 Shea Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-8"" Sprklr x 1, E/L, Ext",14-1225,AI,,NA,,,,01/01/2020,,,,$520.00,,,,,,151 Bentley Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-MOVED TO NEW BLDG.. FA-EPO Shut Down, Special Ext Unit, FE. Wk-ends only",11-1153,AI,,NA,,,,01/01/2020,,,,"$2,985.00",,,,,,"151 O'Connor, 251 Laurier",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FE,11-1153,SAI,,NA,,,,01/01/2020,,,,"$2,985.00",,,,,,151 O'Connor/251 Laurier,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FE,13-1744-REV,AI,,NA,,,,01/01/2020,,,,$150.00,,,,,,"155 Queen St, 5th and 6th Floors",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",13-1744-REV,AI,,NA,,,,01/01/2020,,,,"$6,350.00",,,,,,155 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,FHC",13-1744-REV,AI,,NA,,,,01/01/2020,,,,"$6,350.00",,,,,,155 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Qty 4 for 12th Fl,13-1744-REV,AI,,NA,,,,01/01/2020,,,,$25.00,,,,,,"155 Queen Street, 12th Floor",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100325-FE,18-1134,,,100325,,,,01/01/2020,,,,$300.00,,,,,,"1601 Telesat Court, Telesat Cda areas only",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FM-200 Suppression System,18-1046C,AI,,NA,,,,01/01/2020,,,,"$2,040.00",,,,,,"1601 Telesat, 3rd Floor, CPA",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FM-200 Suppression System,18-1046C,SAI,,NA,,,,01/01/2020,,,,0,,,,,,"1601 Telesat, 3rd Floor, CPA",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,Tender EJ196-19063,AI,,NA,,,,01/01/2020,,,,$487.50,,,,,,"1601 Telesat, CNSC, Bldg A, 3rd Fl",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FE,Tender EJ196-19063,AI,,NA,,,,01/01/2020,,,,$487.50,,,,,,"1601 Telesat, CNSC, Bldg A, 3rd Fl",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",Tender,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,162 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-E/L, Exit Signs, Ext",19-1255JP,AI,,NA,,,,01/01/2020,,,,$140.00,,,,,,169 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,19-1668JP,SAI,,NA,,,,01/01/2020,,,,$0.00,,,,,,170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",19-1668JP,AI,,NA,,,,01/01/2020,,,,"$1,600.00",,,,,,170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU,FLCS",19-1668JP,AI,,NA,,,,01/01/2020,,,,"$1,600.00",,,,,,170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU",12-1466,AI,,NA,,,,01/01/2020,,,,$325.00,,,,,,1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-Monitoring Equipment- Sold Dec 10, 2019",,AI,,NA,,,,01/01/2020,,,,$200.00,,,,,,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Monitoring Services - Sprinkler-,,MONITORING,,NA,,,,01/01/2020,,,,$900.00,,,,,,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,19-1677,AI,,NA,,,,01/01/2020,,,,$490.00,,,,,,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100008-Monitoring Services - Fire,,MONITORING,,100008,,,,01/01/2020,,,,$204.00,,,,,,"1900 Montreal Road, Glen Stor Dun Lodge",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",19-1255JP,AI,,NA,,,,01/01/2020,,,,$160.00,,,,,,20 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-EL,19-1255JP,AI,,NA,,,,01/01/2020,,,,$160.00,,,,,,20 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100312-Monitoring Equipment AI cancelled as of February 29th,,AI,,100312,,,,01/01/2020,,,,0,,,,,,208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100312-Monitoring Services - Fire cancelled as of February 29, 2020",,MONITORING,,100312,,,,01/01/2020,,,,$804.00,,,,,,208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100312-FA,LSA,EOL",18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,,208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100312-FHC,EL",18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,,208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,07-1006,AI,,NA,,,,01/01/2020,,,,$200.00,,,,,,"210, rue Aylmer",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",15-1368MT,AI,,NA,,,,01/01/2020,,,,"$2,450.00",,,,,,214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,15-1368MT,AI,,NA,,,,01/01/2020,,,,"$2,450.00",,,,,,214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FE,Tender,AI,,100174,,,,01/01/2020,,,,"$4,819.50",,,,,,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FP,Tender,SAI,,100174,,,,01/01/2020,,,,$810.90,,,,,,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FP,Tender,QI,,100174,,,,01/01/2020,,,,$433.50,,,,,,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-FP,Tender,QI,,100174,,,,01/01/2020,,,,$433.50,,,,,,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-EOL,11-1105,AI,,NA,,,,01/01/2020,,,,"$1,340.00",,,,,,22 Murray Street - Sussex House,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,11-1105,AI,,NA,,,,01/01/2020,,,,"$1,340.00",,,,,,22 Murray Street - Sussex House,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,16-1000MT,MI,,NA,,,,01/01/2020,,,,$225.00,,,,,,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-ELU,16-1000MT,MI,,NA,,,,01/01/2020,,,,$225.00,,,,,,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",16-1000MT,AI,,NA,,,,01/01/2020,,,,"$1,380.00",,,,,,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,FHC",16-1000MT,AI,,NA,,,,01/01/2020,,,,"$1,380.00",,,,,,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FA,16-1001MT,MI & QI SPR,,NA,,,,01/01/2020,,,,$315.00,,,,,,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FP,16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FA,EOL",16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-FE,ELU,FHC",16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100616-FE,FHC",16-1028Mt,AI,,100616,,,,01/01/2020,,,,$850.00,,,,,,233 Gilmour Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100312-FA,EOL",18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,,233 Murray Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100312-FE,EL",18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,,233 Murray Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Preaction Systems,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Preaction Systems,12-1106,SAI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,12-1106,SAI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FLCS,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FP,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-EOL,15-1041MT,AI,,NA,,,,01/01/2020,,,,"$3,550.00",,,,,,240/250/260 Centrum Blvd/3095 St. Joseph,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,15-1041MT,AI,,NA,,,,01/01/2020,,,,"$3,550.00",,,,,,240/250/260 Centrum Blvd/3095 St. Joseph,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,100174-Fire Hydrants x 15 and FPFT,Tender,AI,,100174,,,,01/01/2020,,,,$0.00,,,,,,"241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"100174-FE,ELU,FHC",Tender,AI,,100174,,,,01/01/2020,,,,0,,,,,,"241 Cite des Jeunes, Asticou",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FE,19-1427JP,AI,,NA,,,,01/01/2020,,,,$245.00,,,,,,2460 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-FHC,10-1364,AI,,NA,,,,01/01/2020,,,,"$1,190.00",,,,,,2481 Kaladar Ave,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"NA-Wet 6"" Spr x 3, and E/L",10-1364,AI,,NA,,,,01/01/2020,,,,"$1,190.00",,,,,,2487 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,NA-Hydrant Only,,AI,,NA,,,,01/01/2020,,,,$0.00,,,,,,2491 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
