Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,864.0,,,,,,"675 Portelance, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,864.0,,,,,,"810 Portelance, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,864.0,,,,,,"2169 Laurier St, Rockland",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,828.0,,,,,,"69 Derby Street, Vankleek Hill",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,864.0,,,,,,"472 Church St, Russell",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,864.0,,,,,,"345 Hamilton, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Calfra Management Limited-Monitoring,19-1427JP,AI,,NA,,,,,,,,875.0,,,,,FIRE,5303-5307 Canotek Road (Shefford Plaza),,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring Services  Fire,,MONITORING,,,,,,,,,,900.0,,,,,,"1350 Cameron Street, Hawkesbury (Ambulance Centre)",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Fire,11-1307JV,MONITORING,,NA,,2021-02-01,02/01/2011,2021-01-31,,,,780.0,,,,,,1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Capital Intergral-Monitoring,11-1457RS,MONITORING,,NA,,2021-10-01,10/01/2011,2021-09-30,,,,360.0,,,,,ELEVATOR,"556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Capital Intergral-Monitoring Services Fire,11-1457RS,MONITORING,,NA,,2021-10-01,10/01/2011,2021-09-30,,,,804.0,,,,,,"556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring Services  Fire,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,780.0,,,,,,1525 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring Services  Fire,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,780.0,,,,,,1545 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring Services  Fire,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,780.0,,,,,,1565 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,130 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,100 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Monitoring Services   Fire,RS Quote,MONITORING,,NA,,,,,,,,195.0,,,,,,2 Gurdwara - Hunt Club Crossing,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,1400 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,1410 Blair Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,1420 Blair Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring Services  Fire,RS Quote,MONITORING,,NA,,,,,,,,780.0,,,,,,1430 Blair Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Monitoring Services  Fire,12-1736RS,MONITORING,,NA,,2021-01-01,01/01/2012,2020-12-31,,,,225.0,,,,,,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Monitoring Services  Fire,12-1736RS,MONITORING,,NA,,2021-04-01,04/01/2012,2021-03-31,,,,225.0,,,,,,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Monitoring Services  Fire,12-1736RS,MONITORING,,NA,,2021-07-01,07/01/2012,2021-06-30,,,,225.0,,,,,,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Monitoring Services  Fire,12-1736RS,MONITORING,,NA,,2021-10-01,10/01/2012,2021-09-30,,,,225.0,,,,,,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Association of University Teachers-Monitoring,12-1692DD,MONITORING,,NA,,2021-02-01,02/01/2012,2021-01-31,,,,540.0,,,,,BURGULAR,2705 Queensview Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Canadian Association of University Teachers-Monitoring,12-1692DD,MONITORING,,NA,,2021-08-01,08/01/2012,2021-07-31,,,,540.0,,,,,BURGULAR,2705 Queensview Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp-Monitoring Services  Fire,12-1687RS,MONITORING,,NA,,2021-01-01,01/01/2012,2020-12-31,,,,225.0,,,,,,61 McEwen Avenue - McEwen Towers,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp-Monitoring Services  Fire,12-1687RS,MONITORING,,NA,,2021-04-01,04/01/2012,2021-03-31,,,,225.0,,,,,,61 McEwen Avenue - McEwen Towers,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp-Monitoring Services  Fire,12-1687RS,MONITORING,,NA,,2021-07-01,07/01/2012,2021-06-30,,,,225.0,,,,,,61 McEwen Avenue - McEwen Towers,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp-Monitoring Services  Fire,16-16787RS,MONITORING,,NA,,2021-10-01,10/01/2016,2021-09-30,,,,225.0,,,,,,61 McEwen Avenue - McEwen Towers,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Monitoring Services  FireINTRUSIONELEVATOR,12-1622DD,MONITORING,,NA,,2021-01-01,01/01/2012,2020-12-31,,,,1116.0,,,,,,275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Altaview Financial Group-Monitoring,13-1029DD,MONITORING,,NA,,2021-01-01,01/01/2013,2020-12-31,,,,420.0,,,,,INTRUSION,"1101 Prince of Wales Drive, Suite 115",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,BentallKennedy (Canada) LP II-Monitoring,RS Quote,MONITORING,,NA,,,,,,,,300.0,,,,,ELEVATOR,77 Metcalfe Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,British High Commission-Monitoring,13-1008RS,AI,,NA,,2021-01-01,01/01/2013,2020-12-31,,,,200.0,,,,,EQUIPMENT,140 Sussex Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,British High Commission-Monitoring,13-1008RS,AI,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,200.0,,,,,EQUIPMENT,80 Elgin Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,British High Commission-Monitoring,19-1125JP,AI,,NA,,2021-02-01,02/01/2019,2021-01-31,,,,0.0,,,,,EQUIPMENT,80 Elgin Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,1400 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,1410 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,1420 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,1430 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Monitoring,13-1042RS,MONITORING,,NA,,2021-02-01,02/01/2013,2021-01-31,,,,300.0,,,,,ELEVATOR,130 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,300.0,,,,,ELEVATOR,1525 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,300.0,,,,,ELEVATOR,1545 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,MONITORING,,,,2021-02-01,02/01/2019,2021-01-31,,,,300.0,,,,,ELEVATOR,1565 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Jardins Royal Garden-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,2802 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,2 Gurdwara - Hunt Club Crossing,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,British High Commission-Monitoring,,MONITORING,,NA,,,,,,,,300.0,,,,,ELEVATOR,80 Elgin Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Jardin Royal Garden-Monitoring,,MONITORING,,NA,,,,,,,,708.0,,,,,ELEVATOR,2802 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,British High Commision-Monitoring Services  Fire,,MONITORING,,NA,,,,,,,,900.0,,,,,,80 Elgin Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Val Roca Management Inc.-AI of Monitoring,,AI,,NA,,,,,,,,200.0,,,,,,"556 Laurier Avenue West, CCC 289",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"675 Portelance, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"810 Portelance, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"345 Hamilton Street, Hawkesbury",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"69 Derby Street, Vankleek Hill",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"472 Church Street, Russell",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,United Counties of Prescott and Russell-Monitoring,,AI,,,,,,,,,,150.0,,,,,EQUIPMENT,"2169 Laurier Street, Rockland",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Monitoring,,AI,,NA,,,,,,,,0.0,,,,,EQUIPMENT,61 McEwen Avenue - McEwen Towers,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,,AI,,NA,,,,,,,,200.0,,,,,EQUIPMENT,1900 City Park Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Monitoring,,AI,,NA,,,,,,,,200.0,,,,,EQUIPMENT,100 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Regional Group-Monitoring,,AI,,NA,,,,,,,,150.0,,,,,EQUIPMENT,130 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,AI,,,,2021-07-01,07/01/2019,2021-06-30,,,,200.0,,,,,EQUIPMENT,1525 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Crown Property Management-Monitoring,19-1529WI,AI,,,,2021-07-01,07/01/2019,2021-06-30,,,,200.0,,,,,EQUIPMENT,1545 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,1400 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,1410 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,bcIMC Realty Corporation c/o QuadReal Property Group-Monitoring,,AI,,NA,,,,,,,,190.0,,,,,EQUIPMENT,1420 Blair Place,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"1225 Ontario Street, Municipal Works",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"340 Pitt Street, Justice Building",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"863 Second Street West, Cornwall Transp./Garage",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"1246 Ontario Street, Purchasing",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Fire,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"305 York Street, Richelieu Day Care",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"301 Sunnyside, Optimist Park Washroom",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"301 Sunnyside, Optimist Park Workshop",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services  Temperature,,MONITORING,,100008.0,,,,,,,,204.0,,,,,,"Vincent Massey, Guindon Park Washroom",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,182.0,,,,,INTRUSION,"Vincent Massey, Guindon Park Workshop",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"360 Pitt Street, City Hall",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"2590 Cornwall Centre Road, City Landfill",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"861 Second Street, Water Purification Plant",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring Services   Fire,,MONITORING,,100008.0,,,,,,,,408.0,,,,,,"800 7th Street West, Benson Centre",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,City of Cornwall-Monitoring,,MONITORING,,100008.0,,,,,,,,204.0,,,,,INTRUSION,"767 Seventh Street, Big Ben Ski Chalet",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
