Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Morguard Residential-Sprinkler,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FP,SPR,DRY",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Residential-Fire Alarm,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FA,VOICE",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Residential-Route,19-1678JP,AI,,,,2021-10-01,10/01/2019,2021-09-30,,,,907.76,,,,,"FE,FHC",160 Chapel,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Sprinkler,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,"SPR,WET,GLYCOL",59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Fire Alarm,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,FA,59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Morguard Investments Ltd.-Route,20-2005JD,AI,,100022.0,,2021-12-01,12/01/2020,2021-11-30,,,,702.5,,,,,EL,59 Camelot Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,AI,,NA,,,,,,,,0.0,,,,,"HYD,SPR,WET",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,Tender,AI,,NA,,,,,,,,0.0,,,,,FA,18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,Tender,AI,,NA,,,,,,,,0.0,,,,,"FE,EL",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Sprinkler,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,"SPR,DRY",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Fire Alarm,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,FA,377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CUPW-Route,19-1760,AI,,100046.0,,2021-11-01,11/01/2019,2021-10-31,,,,1365.0,,,,,"EL,FHC",377 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Fire Alarm,20-1007JD,AI,,NA,,2021-01-01,01/01/2020,2020-12-31,,,,1355.0,,,,,"FA,CO","27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Prime Corp.-Route,20-1007JD,AI,,NA,,2021-01-01,01/01/2020,2020-12-31,,,,1355.0,,,,,EL,"27 blvd. Lucerne/87 ch. Vanier, Aylmer",,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Sprinkler,20-1398MT,AI,,NA,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,"FP,SPR,WET,DRY",275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Fire Alarm,20-1398MT,AI,,NA,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,FA,275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Gold Key-Route,20-1398MT,AI,,NA,,2021-06-01,06/01/2020,2021-05-31,,,,1450.0,,,,,"EL,FHC",275 Bank Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Sprinkler,18-1400-5yr contract,AI,,NA,,2021-05-01,05/01/2018,2021-04-30,,,,3200.0,,,,,"FP,HYD,SPR,WET",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Pepsico Canada Beverages-Route,18-1400-5yr contract,AI,,NA,,2021-05-01,05/01/2018,2021-04-30,,,,3200.0,,,,,"EL,FHC,EXT",869 Belfast Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Sprinkler,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"SPR,WET",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Fire Alarm,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"FA,VOICE",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Richmond Heights Apartments-Route,20-1874BI,AI,,100201.0,,2021-10-01,10/01/2020,2021-09-30,,,,2000.0,,,,,"EL,FHC",2841 Richmond Road - Richmond Height Apts,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Fire Alarm,19-1285JP,AI,,NA,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,FA,2255 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Route,19-1285JP,AI,,NA,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,"EL,FHC,EXT",2255 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Fire Alarm,19-1285JP,AI,,NA,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,FA,2249 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,District Realty c/o 1048318 Ontario Inc.-Route,19-1285JP,AI,,NA,,2021-08-01,08/01/2019,2021-07-31,,,,1080.0,,,,,"EL,FHC,EXT",2249 Carling Avenue,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,MI,,NA,,,,,,,,0.0,,,,,"SPR,WET",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,Tender,MI,,NA,,,,,,,,0.0,,,,,FA,18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,Tender,MI,,NA,,,,,,,,0.0,,,,,"FE,EL",18 Auriga Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,18-1174-not part of tender,AI,,NA,,2021-05-01,05/01/2018,2021-04-30,,,,0.0,,,,,"FP,SPR",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,18-1174-not part of tender,AI,,NA,,2021-05-01,05/01/2018,2021-04-30,,,,0.0,,,,,"FA,VOICE",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,18-1174-not part of tender,AI,,NA,,2021-05-01,05/01/2018,2021-04-30,,,,0.0,,,,,"FE,EL,FHC",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,18-1174-not part of tender,MI,,NA,,2021-01-01,01/01/2018,2020-12-31,,,,0.0,,,,,"FP,SPR,WET",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Fire Alarm,18-1174-not part of tender,MI,,NA,,2021-01-01,01/01/2018,2020-12-31,,,,0.0,,,,,"FA,VOICE",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,18-1174-not part of tender,MI,,NA,,2021-01-01,01/01/2018,2020-12-31,,,,0.0,,,,,"FE,EL,FHC",275 Slater Street,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,AI,,NA,,2021-06-01,06/01/2019,2021-05-31,,,,160.0,,,,,"SPR,WET",14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,AI,,NA,,2021-06-01,06/01/2019,2021-05-31,,,,160.0,,,,,FA,14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,2021-06-01,06/01/2019,2021-05-31,,,,160.0,,,,,"FE,EL",14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,MI,,NA,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,"SPR,WET",14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,MI,,NA,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,FA,14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,MI,,NA,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,"FE,EL",14 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,AI,,NA,,,,,,,,0.0,,,,,HYD,14-16 Concourse Gate,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Route,Tender,AI,,NA,,,,,,,,0.0,,,,,EL,14-16 Concourse Gate,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort-Sprinkler,Tender,AI,,100303.0,,,,,,,,0.0,,,,,"HYD,SPR,WET",1255 Humber Place - Base Bldg,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort-Route,Tender,AI,,100303.0,,,,,,,,0.0,,,,,"FE,EL",1255 Humber Place - Base Bldg,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort-Sprinkler,Tender,MI/BI,,100303.0,,,,,,,,0.0,,,,,"SPR,WET",1255 Humber Place - Base Bldg,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade BridgePort-Route,Tender,MI/BI,,100303.0,,,,,,,,0.0,,,,,"FE,EL",1255 Humber Place - Base Bldg,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,AI,,NA,,,,,,,,160.0,,,,,"SPR,WET",106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,AI,,NA,,,,,,,,160.0,,,,,FA,106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,,,,,,,160.0,,,,,EL,106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CCR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,"SPR,WET",106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CCR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,FA,106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,CCR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,160.0,,,,,"FE,EL",106 Colonnade Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Sprinkler,Tender,AI,,NA,,,,,,,,0.0,,,,,"HYD,SPR,WET",159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Fire Alarm,Tender,AI,,NA,,,,,,,,0.0,,,,,FA,159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Route,Tender,AI,,NA,,,,,,,,0.0,,,,,EL,159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Sprinkler,Tender,MI,,NA,,,,,,,,0.0,,,,,"SPR,WET",159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Fire Alarm,Tender,MI,,NA,,,,,,,,0.0,,,,,FA,159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Compass Commercial Realty ITF Proreit Acquisition (1) LP-Route,Tender,MI,,NA,,,,,,,,0.0,,,,,"FE,EL",159 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,AI,,,,,,,,,,136.0,,,,,EL,10-40 Camelot Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,136.0,,,,,EL,10-40 Camelot Drive,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Sprinkler,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,HYD,2301-2305 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,EL,2301-2305 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,110.0,,,,,EL,2301-2305 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Sprinkler,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,HYD,2315-2319 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,"EL,EXT",2315-2319 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,110.0,,,,,EL,2315-2319 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Sprinkler,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,HYD,2323-2327 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,AI,,,,2021-05-01,05/01/2019,2021-04-30,,,,475.0,,,,,"EL,EXT",2323-2327 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colliers International (Invoice CanFirst Ottawa Properties Inc.)-Route,19-1255JP,MI,,,,2021-01-01,01/01/2019,2020-12-31,,,,110.0,,,,,EL,2323-2327 St. Laurent Blvd,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Colonnade Management Inc.-Sprinkler,Tender,MI,,NA,,,,,,,,0.0,,,,,"SPR,WET,BOOSTER",2070-2092 Walkley Road,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
