Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Shepherds of Good Hope-Fire Alarm,18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,"FA,LSA,EOL",208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Route,18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,"FHC,EL",208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BLJC c/o CPC Contract-Route,07-1006,AI,,NA,,,,01/01/2020,,,,$200.00,,,,,FHC,"210, rue Aylmer",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Fire Alarm,15-1368MT,AI,,NA,,,,01/01/2020,,,,"$2,450.00",,,,,"FA,EOL",214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Route,15-1368MT,AI,,NA,,,,01/01/2020,,,,"$2,450.00",,,,,FHC,214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2020,,,,"$4,819.50",,,,,FE,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,Tender,SAI,,100174,,,,01/01/2020,,,,$810.90,,,,,FP,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,Tender,QI,,100174,,,,01/01/2020,,,,$433.50,,,,,FP,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,Tender,QI,,100174,,,,01/01/2020,,,,$433.50,,,,,FP,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspiration House (Groupe Lepine c/o Sussex House)-Fire Alarm,11-1105,AI,,NA,,,,01/01/2020,,,,"$1,340.00",,,,,EOL,22 Murray Street - Sussex House,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspiration House (Groupe Lepine c/o Sussex House)-Route,11-1105,AI,,NA,,,,01/01/2020,,,,"$1,340.00",,,,,FHC,22 Murray Street - Sussex House,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Fire Alarm,16-1000MT,MI,,NA,,,,01/01/2020,,,,$225.00,,,,,FA,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Route,16-1000MT,MI,,NA,,,,01/01/2020,,,,$225.00,,,,,ELU,2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Fire Alarm,16-1000MT,AI,,NA,,,,01/01/2020,,,,"$1,380.00",,,,,"FA,EOL",2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Route,16-1000MT,AI,,NA,,,,01/01/2020,,,,"$1,380.00",,,,,"FE,FHC",2200 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Fire Alarm,16-1001MT,MI & QI SPR,,NA,,,,01/01/2020,,,,$315.00,,,,,FA,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Sprinkler,16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,FP,2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Fire Alarm,16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,"FA,EOL",2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.-Route,16-1001MT,AI,,NA,,,,01/01/2020,,,,"$1,940.00",,,,,"FE,ELU,FHC",2204 Walkley Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,PSAC Holdings Ltd.-Route,16-1028Mt,AI,,100616,,,,01/01/2020,,,,$850.00,,,,,"FE,FHC",233 Gilmour Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Fire Alarm,18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,"FA,EOL",233 Murray Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Route,18-1001JP-REV,AI,,100312,,,,01/01/2020,,,,0,,,,,"FE,EL",233 Murray Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,SNC Lavalin O&M Inc.-Preaction Systems,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,SNC Lavalin O&M Inc.-Preaction Systems,12-1106,SAI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,SNC Lavalin O&M Inc.-Route,12-1106,SAI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,FLCS,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,SNC Lavalin O&M Inc.-Route,12-1106,AI,,NA,,,,01/01/2020,,,,"$3,447.92",,,,,FLCS,235 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
