Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,AI,,NA,,,,01/01/2022,,,,$160.00,,,,,"SPR,WET",106 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,AI,,NA,,,,01/01/2022,,,,$160.00,,,,,"FA,EOL",106 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,,,01/01/2022,,,,$160.00,,,,,EL,106 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Sprinkler,19-1255JP,AI,,NA,,,,01/01/2022,,,,$142.00,,,,,WET,1140 Morrison Dr,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,,,01/01/2022,,,,$142.00,,,,,"FE,EL",1140 Morrison Dr,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Uniform Developments and Leasing Ltd.-Sprinkler,14-1225,AI,,NA,,,,01/01/2022,,,,$750.00,,,,,"SPR,WET,GLYCOL",117 Centrepointe Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Uniform Developments and Leasing Ltd.-Fire Alarm,14-1225,AI,,NA,,,,01/01/2022,,,,$750.00,,,,,"FA,EOL",117 Centrepointe Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Uniform Developments and Leasing Ltd.-Route,14-1225,AI,,NA,,,,01/01/2022,,,,$750.00,,,,,EL,117 Centrepointe Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Paramount Properties-Sprinkler,14-1775RS,AI,,100536,,,,01/01/2022,,,,$580.00,,,,,"SPR,WET",1177 Cummings Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Paramount Properties-Fire Alarm,14-1775RS,AI,,100536,,,,01/01/2022,,,,$580.00,,,,,"FA,EOL",1177 Cummings Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Paramount Properties-Route,14-1775RS,AI,,100536,,,,01/01/2022,,,,$580.00,,,,,"FE,EL",1177 Cummings Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Grimes Realty Co. Ltd.-Fire Alarm,13-1366,AI,,100693,,,,01/01/2022,,,,$620.00,,,,,"FA,LSA,EOL",1192-1218 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Grimes Realty Co. Ltd.-Route,13-1366,AI,,100693,,,,01/01/2022,,,,$620.00,,,,,FE,1192-1218 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management Limited-Fire Alarm,18-1286JP,AI,,NA,,,,01/01/2022,,,,$655.00,,,,,FA,"120 Promenade du Portage, Hull",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management Limited-Route,18-1286JP,AI,,NA,,,,01/01/2022,,,,$655.00,,,,,EL,"120 Promenade du Portage, Hull",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management Limited-Monitoring,18-1286JP,AI,,NA,,,,01/01/2022,,,,$655.00,,,,,FIRE,"120 Promenade du Portage, Hull",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,City of Cornwall-Monitoring Services   Fire,,MONITORING,,100008,,,,01/01/2022,,,,$204.00,,,,,,"1225 Ontario Street, Municipal Works",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,City of Cornwall-Monitoring Services   Fire,,MONITORING,,100008,,,,01/01/2022,,,,$204.00,,,,,,"1246 Ontario Street, Purchasing",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1339JP OR 17-1569-REV,SAI,,100174,,,,01/01/2022,,,,"$1,387.20",,,,,PREACTION,"125 Sussex Dr, 2nd Floor,TwrA, ISIC Room (Global A",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1569-REV,AI,,100174,,,,01/01/2022,,,,"$3,162.00",,,,,PREACTION,"125 Sussex Dr, 2nd Floor,TwrA, ISIC Room (Global A",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1340JP,AI,,100174,,,,01/01/2022,,,,"$3,162.00",,,,,PREACTION,"125 Sussex Drive, AG Server Rooms-Qty 20 (Shared S",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1340JP,SAI,,100174,,,,01/01/2022,,,,"$3,162.00",,,,,PREACTION,"125 Sussex Drive, AG Server Rooms-Qty 20 (Shared S",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,17-1342JP,SAI,,100174,,,,01/01/2022,,,,0,,,,,FLCS,"125 Sussex Drive, Cafeteria",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,17-1342JP,AI,,100174,,,,01/01/2022,,,,"$3,025.90",,,,,FLCS,"125 Sussex Drive, Cafeteria",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1570-REV,AI,,100174,,,,01/01/2022,,,,"$1,407.60",,,,,PREACTION,"125 Sussex Drive, EWRC, Library (Global Affairs)",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1570-REV,SAI,,100174,,,,01/01/2022,,,,"$1,407.60",,,,,PREACTION,"125 Sussex Drive, EWRC, Library (Global Affairs)",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,14-1045,AI,,100174,,,,01/01/2022,,,,$0.00,,,,,FP,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,14-1045,AI,,100174,,,,01/01/2022,,,,$388.00,,,,,HYD,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,14-1045,AI,,100174,,,,01/01/2022,,,,"$5,701.80",,,,,SPR,"125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,17-1013,AI,,100174,,,,01/01/2022,,,,"$2,550.00",,,,,"FE,FHC","125 Sussex Drive, Lester B. Pearson Bldg.",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Sprinkler,15-1097,AI,,NA,,,,01/01/2022,,,,"$12,900.00",,,,,"FP,SPR,WET,DRY,GLYCOL",131 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Fire Alarm,15-1097,AI,,NA,,,,01/01/2022,,,,"$12,900.00",,,,,"FA,VOICE",131 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Route,15-1097,AI,,NA,,,,01/01/2022,,,,"$12,900.00",,,,,"FE,FHC",131 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BLJC c/o CPC Contract-Fire Alarm,07-1006,AI,,NA,,,,01/01/2022,,,,$375.00,,,,,FA,"139, rue Racine, PO Gatineau",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BLJC c/o CPC Contract-Route,07-1006,AI,,NA,,,,01/01/2022,,,,$375.00,,,,,"EL,FHC","139, rue Racine, PO Gatineau",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Commerical Life Safety-Sprinkler,10-1064,AI,,100071,Verbal Quote JL,,,01/01/2022,,,,"$2,040.00",,,,,"FP,SPR,WET",1400 St. Laurent,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Commerical Life Safety-Fire Alarm,10-1064,AI,,100071,Verbal Quote JL,,,01/01/2022,,,,"$2,040.00",,,,,FA,1400 St. Laurent,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Commerical Life Safety-Route,10-1064,AI,,100071,Verbal Quote JL,,,01/01/2022,,,,"$2,040.00",,,,,"FE,EL,FHC",1400 St. Laurent,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Brookfield Lepage Johnson Controls-Sprinkler,10-1025,AI,,NA,,,,01/01/2022,,,,"$5,970.00",,,,,PREACTION,141 Colonnade,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Brookfield Lepage Johnson Controls-Fire Alarm,10-1025,AI,,NA,,,,01/01/2022,,,,"$5,970.00",,,,,FA,141 Colonnade,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Brookfield Lepage Johnson Controls-Route,10-1025,AI,,NA,,,,01/01/2022,,,,"$5,970.00",,,,,"FE,EL",141 Colonnade,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Canadian Bank Note Company Limited-Route,18-1696BS,SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,FLCS,145 Richmond Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Holy Spirit Church-Fire Alarm,14-1234BS,AI,,100321,,,,01/01/2022,,,,$390.00,,,,,FA,1489 Shea Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Uniform Developments and Leasing Ltd.-Sprinkler,14-1225,AI,,NA,,,,01/01/2022,,,,$520.00,,,,,SPR,151 Bentley Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Uniform Developments and Leasing Ltd.-Route,14-1225,AI,,NA,,,,01/01/2022,,,,$520.00,,,,,EL,151 Bentley Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Export Development Canada-Fire Alarm,11-1153,AI,,NA,,,,01/01/2022,,,,"$2,985.00",,,,,FA,"151 O'Connor, 251 Laurier",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Export Development Canada-Route,11-1153,AI,,NA,,,,01/01/2022,,,,"$2,985.00",,,,,FE,"151 O'Connor, 251 Laurier",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Export Development Canada-Fire Alarm,11-1153,SAI,,NA,,,,01/01/2022,,,,"$2,985.00",,,,,FA,151 O'Connor/251 Laurier,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Export Development Canada-Route,11-1153,SAI,,NA,,,,01/01/2022,,,,"$2,985.00",,,,,FE,151 O'Connor/251 Laurier,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Route,13-1744-REV,AI,,NA,,,,01/01/2022,,,,$150.00,,,,,FE,"155 Queen St, 5th and 6th Floors",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Sprinkler,13-1744-REV,AI,,NA,,,,01/01/2022,,,,"$6,350.00",,,,,"FP,SPR,WET,GLYCOL",155 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Fire Alarm,13-1744-REV,AI,,NA,,,,01/01/2022,,,,"$6,350.00",,,,,"FA,EOL",155 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Route,13-1744-REV,AI,,NA,,,,01/01/2022,,,,"$6,350.00",,,,,"FE,FHC",155 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Qty 4 for 12tH Fl,13-1744-REV,AI,,NA,,,,01/01/2022,,,,$25.00,,,,,,"155 Queen Street, 12th Floor",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Telesat Canada-Route,18-1134,,,100325,,,,01/01/2022,,,,$300.00,,,,,FE,"1601 Telesat Court, Telesat Cda areas only",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-FM 200 Suppression System,18-1046C,AI,,NA,,,,01/01/2022,,,,"$2,040.00",,,,,,"1601 Telesat, 3rd Floor, CPA",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-FM 200 Suppression System,18-1046C,SAI,,NA,,,,01/01/2022,,,,0,,,,,,"1601 Telesat, 3rd Floor, CPA",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Colonnade Management Inc.-Route,Tender,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL",162 Cleopatra Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,,,01/01/2022,,,,$140.00,,,,,EL,169 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Centurion Conference and Event Center-Route,19-1668JP,SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,FLCS,170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Centurion Conference and Event Center-Fire Alarm,19-1668JP,AI,,NA,,,,01/01/2022,,,,"$1,600.00",,,,,"FA,EOL",170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Centurion Conference and Event Center-Route,19-1668JP,AI,,NA,,,,01/01/2022,,,,"$1,600.00",,,,,"FE,EL,FLCS",170 Colonnade Road South,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Regional Group-Sprinkler,12-1466,AI,,NA,,,,01/01/2022,,,,$325.00,,,,,WET,1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Regional Group-Route,12-1466,AI,,NA,,,,01/01/2022,,,,$325.00,,,,,"FE,EL",1737 Woodward Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,PrimeCorp-Monitoring,,AI,,NA,,,,01/01/2022,,,,$200.00,,,,,EQUIPMENT,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,PrimeCorp-Sprinkler,,MONITORING,,NA,,,,01/01/2022,,,,$900.00,,,,,SPR,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,PrimeCorp-Sprinkler,19-1677,AI,,NA,,,,01/01/2022,,,,$490.00,,,,,"SPR,WET",1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,PrimeCorp-Fire Alarm,19-1677,AI,,NA,,,,01/01/2022,,,,$490.00,,,,,FA,1760 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,City of Cornwall-Monitoring Services   Fire,,MONITORING,,100008,,,,01/01/2022,,,,$204.00,,,,,,"1900 Montreal Road, Glen Stor Dun Lodge",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Fire Alarm,19-1255JP,AI,,NA,,,,01/01/2022,,,,$160.00,,,,,"FA,EOL",20 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,CR4 Ottawa Flex Office Inc c/o Colliers International-Route,19-1255JP,AI,,NA,,,,01/01/2022,,,,$160.00,,,,,EL,20 Colonnade Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Sprinkler,18-1001JP-REV,AI,,100312,,,,01/01/2022,,,,0,,,,,DRY,208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Fire Alarm,18-1001JP-REV,AI,,100312,,,,01/01/2022,,,,0,,,,,"FA,LSA,EOL",208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Shepherds of Good Hope-Route,18-1001JP-REV,AI,,100312,,,,01/01/2022,,,,0,,,,,"FE,EL,FHC",208 St. Andrew Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BLJC c/o CPC Contract-Route,07-1006,AI,,NA,,,,01/01/2022,,,,$200.00,,,,,"EL,FHC","210, rue Aylmer",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Sprinkler,15-1368MT,AI,,NA,,,,01/01/2022,,,,"$2,450.00",,,,,"FP,BF,SPR,DRY",214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Fire Alarm,15-1368MT,AI,,NA,,,,01/01/2022,,,,"$2,450.00",,,,,"FA,EOL,FACP",214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Route,15-1368MT,AI,,NA,,,,01/01/2022,,,,"$2,450.00",,,,,"EL,FHC,EXT",214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Enterprises Gilles Lesage-Monitoring,15-1368MT,AI,,NA,,,,01/01/2022,,,,"$2,450.00",,,,,FACP,214 Montreal Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,Tender,AI,,100174,,,,01/01/2022,,,,"$4,819.50",,,,,"FP,BF,SPR,WET,DRY","22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,Tender,AI,,100174,,,,01/01/2022,,,,"$4,819.50",,,,,FE,"22 Eddy Street, Gatineau, PQ",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
