Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,111007 Inc.-Fire Alarm,20-1379MT,AI,,NA,,,,01/01/2022,,,,$465.00,,,,,FA,1379 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,111007 Inc.-Route,20-1379MT,AI,,NA,,,,01/01/2022,,,,$465.00,,,,,"FE,EL",1379 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Greenboro Day Care Centre-Route,18-1048JP,SAI,,100480,,,,01/01/2022,,,,$285.00,,,,,FLCS,1400 Cahill Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Greenboro Day Care Centre-Fire Alarm,18-1048JP,AI,,100480,,,,01/01/2022,,,,$620.00,,,,,"FA,EOL",1400 Cahill Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Greenboro Day Care Centre-Route,18-1048JP,AI,,100480,,,,01/01/2022,,,,$620.00,,,,,"FE,EL,FLCS",1400 Cahill Drive,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Symphony Senior Living Memory Care-Sprinkler,"Apr 17, 2019",MI/QI,,NA,,,,01/01/2022,,,,$0.00,,,,,"WET,DRY",1510 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Symphony Senior Living Memory Care-Fire Alarm,"Apr 17, 2019",MI/QI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,1510 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Symphony Senior Living Memory Care-Sprinkler,"Apr 17, 2019",AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"HYD,WET,DRY",1510 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Symphony Senior Living Memory Care-Fire Alarm,"Apr 17, 2019",AI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,1510 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Symphony Senior Living Memory Care-Route,"Apr 17, 2019",AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL,FLCS",1510 St. Joseph Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management (Invoice Emerald Plaza Inc.)-Sprinkler,19-1427JP,AI,,NA,,,,01/01/2022,,,,"$12,250.00",,,,,"FP,HYD,SPR,WET,DRY","1547 Merivale Road, Emerald Plaza",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management (Invoice Emerald Plaza Inc.)-Fire Alarm,19-1427JP,AI,,NA,,,,01/01/2022,,,,"$12,250.00",,,,,"FA,EOL","1547 Merivale Road, Emerald Plaza",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Calfra Management (Invoice Emerald Plaza Inc.)-Route,19-1427JP,AI,,NA,,,,01/01/2022,,,,"$12,250.00",,,,,"FE,EL,FHC","1547 Merivale Road, Emerald Plaza",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Caparelli Residence-Monitoring,,MONITORING,,NA,,,,01/01/2022,,,,$240.00,,,,,INTRUSION,1740 Ortona,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Clean Water Works-Fire Alarm,17-1754NW,AI,,100416,,,,01/01/2022,,,,$412.50,,,,,"FA,EOL",1800 Bantree Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Clean Water Works-Route,17-1754NW,AI,,100416,,,,01/01/2022,,,,$412.50,,,,,"FE,EL",1800 Bantree Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,UFCW - United Food and Commercial Workers-Route,19-1891JP,AI,,100330,,,,01/01/2022,,,,$285.00,,,,,FE,20 Hamilton Avenue North,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Sprinkler,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"BF,SPR",201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Fire Alarm,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Route,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL",201 Queen Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Sprinkler,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FP,BF,SPR",202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Fire Alarm,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Route,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL,FHC",202 Sparks Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Main and Main Development - c/o Gold Key Property Management-Route,17-1634JH,SAI,,NA,,,,01/01/2022,,,,$340.00,,,,,FLCS,"216 Elgin Street, old Quizno's",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Main and Main Development - c/o Gold Key Property Management-Route,17-1634JH,AI,,NA,,,,01/01/2022,,,,$340.00,,,,,FLCS,"216 Elgin Street, old Quizno's",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Orchardview by the Mississippi-Route,17-1216NW,SAI,,NA,,,,01/01/2022,,,,$300.00,,,,,FLCS,"219 Paterson Street, Almonte, Ontario",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1701Js,AI,,100174,,,,01/01/2022,,,,"$2,808.00",,,,,PREACTION,"22 Eddy Street, 7th Floor",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Route,17-1701Js,AI,,100174,,,,01/01/2022,,,,"$2,808.00",,,,,FE,"22 Eddy Street, 7th Floor",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Val Roca Management-Fire Alarm,18-1518JP,AI,,100220,,,,01/01/2022,,,,$920.00,,,,,"FA,EOL",222 Bruyere Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Val Roca Management-Route,18-1518JP,AI,,100220,,,,01/01/2022,,,,$920.00,,,,,"FE,EL",222 Bruyere Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Sprinkler,18-1821JP,AI,,NA,,,,01/01/2022,,,,"$1,615.00",,,,,"BF,SPR,WET",2400 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Fire Alarm,18-1821JP,AI,,NA,,,,01/01/2022,,,,"$1,615.00",,,,,"FA,EOL",2400 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Morguard Investments Limited-Route,18-1821JP,AI,,NA,,,,01/01/2022,,,,"$1,615.00",,,,,EL,2400 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Ottawa Preston Holdings Ltd.-Sprinkler,"Oct 17, 2018",BI,,NA,,,,01/01/2022,,,,$175.00,,,,,SPR,2447 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Ottawa Preston Holdings Ltd.-Sprinkler,"Oct 17, 2018",AI,,NA,,,,01/01/2022,,,,$400.00,,,,,"SPR,WET",2447 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Ottawa Preston Holdings Ltd.-Route,"Oct 17, 2018",AI,,NA,,,,01/01/2022,,,,$400.00,,,,,"FE,EL",2447 Kaladar Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring,15-1718DD,AI,,100121,,,,01/01/2022,,,,$200.00,,,,,EQUIPMENT,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Skyline Commercial Real Estate Holdings Inc.-Monitoring Services,15-1718DD,MONITORING,,100121,,,,01/01/2022,,,,$900.00,,,,,,2525 St. Laurent Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Baitun Naseer Mosque-Monitoring,16-0904-0100,AI,,100953,,,,01/01/2022,,,,$190.00,,,,,EQUIPMENT,"2620 Market Street, Cumberland",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Baitun Naseer Mosque-Fire Alarm,16-0904-0100,MONITORING,,100953,,,,01/01/2022,,,,$828.00,,,,,FACP,"2620 Market Street, Cumberland",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Baitun Naseer Mosque-Monitoring,16-0904-0100,MONITORING,,100953,,,,01/01/2022,,,,$828.00,,,,,FACP,"2620 Market Street, Cumberland",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Skyline Commercial Real Estate Holdings Inc.-Sprinkler,18-1704JP,AI,,100121,,,,01/01/2022,,,,"$3,140.00",,,,,"FP,HYD,BF,SPR,WET",2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Skyline Commercial Real Estate Holdings Inc.-Fire Alarm,18-1704JP,AI,,100121,,,,01/01/2022,,,,"$3,140.00",,,,,"FA,EOL",2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Skyline Commercial Real Estate Holdings Inc.-Route,18-1704JP,AI,,100121,,,,01/01/2022,,,,"$3,140.00",,,,,"FE,EL,FHC",2781 Lancaster Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Michanie Construction Inc.-Monitoring Services,,MONITORING,,100373,,,,01/01/2022,,,,0,,,,,,2825 Sheffield Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Port of Johnstown-Sprinkler,18-1350JS,AI,,100386,,,,01/01/2022,,,,"$4,700.00",,,,,"FP,STANDPIPE","3035 County Road #2, Johnstown",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Port of Johnstown-Fire Alarm,18-1350JS,AI,,100386,,,,01/01/2022,,,,"$4,700.00",,,,,"FA,EOL","3035 County Road #2, Johnstown",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Port of Johnstown-Route,18-1350JS,AI,,100386,,,,01/01/2022,,,,"$4,700.00",,,,,FHC,"3035 County Road #2, Johnstown",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Canadian Federation of Students-Fire Alarm,18-1459,AI,,100348,,,,01/01/2022,,,,"$1,400.00",,,,,"FA,EOL",338 Somerset Street West,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Windmill Dream Ontario Holdings LP-Sprinkler,,AI,,100394,,,,01/01/2022,,,,$0.00,,,,,"SPR,DRY",6 Booth Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Windmill Dream Ontario Holdings LP-Fire Alarm,,AI,,100394,,,,01/01/2022,,,,$0.00,,,,,FA,6 Booth Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Windmill Dream Ontario Holdings LP-Route,,AI,,100394,,,,01/01/2022,,,,$0.00,,,,,"FE,EL",6 Booth Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Sprinkler,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FP,BF,SPR",65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Fire Alarm,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Route,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL,FHC",65 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inside Edge-Sprinkler,Q670Alex2019,AI,,NA,,,,01/01/2022,,,,$860.00,,,,,DRY,670 Alexandre Tache Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inside Edge-Fire Alarm,Q670Alex2019,AI,,NA,,,,01/01/2022,,,,$860.00,,,,,FA,670 Alexandre Tache Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inside Edge-Route,Q670Alex2019,AI,,NA,,,,01/01/2022,,,,$860.00,,,,,"FE,EL",670 Alexandre Tache Blvd.,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Sprinkler,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"BF,SPR",71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Fire Alarm,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,FA,71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Dehavland Capital Corporation-Route,19-1610JH,AI,,NA,,,,01/01/2022,,,,$0.00,,,,,"FE,EL",71 Bank Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Rental of Hearing impaired pagers,,QI,,100174,,,,01/01/2022,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Rental of Hearing impaired pagers,,QI,,100174,,,,01/01/2022,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Rental of Hearing impaired pagers,,QI,,100174,,,,01/01/2022,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Rental of Hearing impaired pagers,,QI,,100174,,,,01/01/2022,,,,$247.41,,,,,,875 Heron Road,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Tamir Foundation-Fire Alarm,Bill,AI,,NA,,,,01/01/2022,,,,$150.00,,,,,LSA,959 Hare Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Tamir Foundation-Route,Bill,AI,,NA,,,,01/01/2022,,,,$150.00,,,,,FE,959 Hare Street,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Ann and Gary Joyce-Monitoring Services,,MONITORING,,100422,,,,01/01/2022,,,,$276.00,,,,,,"97 River Road, Landsdown, Ontario",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Canadian Bank Note Company Limited-Route,18-1697BS,SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,FLCS,975 Gladstone Avenue,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Jan 9, 2019",SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,HYD,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Jan 9, 2019",AI,,NA,,,,01/01/2022,,,,"$1,400.00",,,,,HYD,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,01/01/2022,,,,"$1,890.00",,,,,WET,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Fire Alarm,"Nov 9, 2018",AI,,NA,,,,01/01/2022,,,,"$1,890.00",,,,,FA,"Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,01/01/2022,,,,"$1,890.00",,,,,"FE,EL","Chapman Mills Marketplace I and II, Barrhaven",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Jan 9, 2019",SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,HYD,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Jan 9, 2019",AI,,NA,,,,01/01/2022,,,,$700.00,,,,,HYD,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Nov 9, 2018",AI,,NA,,,,01/01/2022,,,,$345.00,,,,,WET,"Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Route,"Nov 9, 2018",AI,,NA,,,,01/01/2022,,,,$345.00,,,,,"FE,EL","Fallingbrook Shopping Centre, 1675 Tenth Line Road",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,BGIS-Sprinkler,17-1187JP,SAI,,100174,,,,01/01/2022,,,,$575.00,,,,,"SPR,WET","General Records, Bldg. 15, 130 Goldenrod Driveway",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Riocan Management-Sprinkler,"Jan 9, 2019",SAI,,NA,,,,01/01/2022,,,,$0.00,,,,,HYD,"Grant Crossing, 5527-47 and 5597-5617 Hazeldean Ro",,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
