Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 LISGAR STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,258 ARGYLE STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,415 GILMOUR STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,345 WAVERLEY STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,55 HILDA STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,QI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,341 LYON/515 MACLAREN,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,163 JAMES STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,AI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
